B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,class,A1
16.54957143,26,16961,19730,16961,19730,7,5,1684,2052,0,1
6.838111111,6,24554,24786,24554,24786,11,8,1711,1268,0,2
18.90283333,28,19589,22665,19589,22665,14,7,2286,1363,0,3
10.834,6,15346,19750,15346,19750,15,8,2465,1335,0,3
15.50372727,33,17890,20679,17890,20679,8,8,1305,1708,0,1
34.207,47,19623,22285,19623,22285,13,8,2093,1833,0,2
11.98061905,25,19661,23217,19654,23221,11,8,1899,1771,0,5
14.46826667,17,16426,22149,16425,22149,10,9,1711,1928,0,4
17.94877273,29,20098,21994,20098,21994,11,8,1798,1680,0,6
7.121454545,7,23297,24975,20443,24660,10,9,1368,1451,0,3
28.9524,41,19902,23557,19877,23572,11,7,2189,1959,0,5
15.42421053,26,21728,23190,21728,23190,15,8,2302,1264,0,4
8.5941875,11,18589,22213,17475,22127,9,8,1558,1712,0,3
20.43920755,48,33176,25397,33176,25397,5,1,520,173,1,3
7.608076923,8,20997,23466,20979,23478,10,10,1559,1559,0,2
15.11885714,24,20889,23278,20889,23278,14,7,2236,1359,0,1
20.7295,36,15301,19621,15301,19621,12,9,1642,1431,0,3
14.4508125,30,20278,23880,20278,23880,7,6,1589,1898,0,3
5.412083333,5,16133,21736,15489,21956,9,7,1491,1316,0,1
14.28821429,29,18404,21623,18234,21710,11,9,1935,1999,0,2
14.16015385,22,21770,23497,21028,23503,14,9,2242,1667,0,3
40.33688235,48,22674,25002,22674,25002,13,7,2516,2243,0,3
10.90129412,6,19350,22704,19350,22704,17,7,2544,1149,0,3
20.162,34,19436,23493,19436,23493,9,9,1567,2090,0,6
15.08928571,25,22138,25286,22138,25286,13,7,2135,1397,0,3
21.759,43,13750,16829,13747,16830,7,7,1375,1857,0,3
12.11285714,11,21040,22600,21040,22600,16,6,2662,1478,0,6
19.5938,32,16992,21995,14841,21429,8,6,1650,1850,0,3
9.141625,8,15264,22236,15264,22235,11,9,1781,1537,0,3
15.45176923,18,19691,23764,19691,23764,14,8,2422,1934,0,3
14.5263,8,22161,24893,22161,24893,17,8,2508,1328,0,3
8.153777778,7,20566,23127,20566,23127,12,9,1857,1441,0,3
24.79835294,33,17305,20228,16516,20232,13,7,2538,2147,0,6
8.988666667,6,16003,20881,16003,20881,13,7,2119,1384,0,3
13.43014286,27,18286,21889,17348,21747,11,9,1717,1525,0,6
30.714125,47,16765,20070,17405,20885,10,7,1836,1789,0,3
10.48594118,13,16624,19040,16624,19040,11,8,1847,1707,0,3
22.22872222,35,18201,21864,18201,21864,14,8,1990,1383,0,3
31.47673684,46,17729,22424,17729,22424,11,8,2107,2146,0,3
13.5418125,28,21313,23663,21313,23663,10,8,1481,1321,0,3
8.1299375,5,23006,23412,23006,23412,11,8,1849,1447,0,2
18.77128571,26,20908,21918,20908,21918,13,8,2253,1776,0,1
9.505714286,7,14893,19264,14893,19264,13,9,1887,1446,0,1
17.18863636,12,23577,24904,23577,24904,18,5,2930,1132,0,2
12.99857895,26,20014,23609,20014,23609,11,8,1690,1336,0,3
8.929473684,11,14899,19357,13860,18963,10,9,1662,1984,0,3
27.40591667,38,19561,22927,19561,22927,11,6,2237,1878,0,3
39.36633333,51,21369,22207,21369,22207,12,5,2690,2273,0,3
13.7899375,28,18301,21136,18300,21136,11,8,1739,1336,0,3
21.355375,34,19663,22449,18655,22500,10,9,1732,1970,0,3
15.75594444,26,18147,21537,18147,21537,14,8,2347,1723,0,3
9.809666667,7,20459,23375,20459,23375,14,8,2193,1292,0,3
8.553363636,6,24471,25579,24471,25579,14,8,2040,1332,0,3
11.079,7,17835,22506,17835,22506,16,7,2417,1189,0,6
15.58753333,29,19174,26072,19175,26071,12,8,2097,1935,0,1
26.97784615,41,15501,20482,15501,20482,12,8,2033,1904,0,2
21.26517391,34,18658,22388,17741,22263,12,8,1775,1572,0,7
16.39464286,31,22941,22880,22941,22880,10,9,1434,1506,0,8
14.28638889,10,22220,23535,22220,23535,13,8,2269,1836,0,3
8.848555556,6,19983,23362,19983,23362,12,8,1970,1665,0,3
8.29145,5,21046,23820,21046,23820,14,7,2140,1223,0,3
18.7146,28,22158,23625,20640,23528,15,9,2334,1802,0,3
22.12923529,36,22884,24035,22884,24035,12,9,2137,1790,0,3
15.43782143,24,21802,23968,21802,23968,12,8,2107,1742,0,3
16.86975,34,19574,21736,19574,21736,7,5,969,1103,0,1
10.51265517,10,20135,22519,17502,22219,11,10,1524,1480,0,8
11.5101,22,16514,20378,15615,20290,10,10,1471,1676,0,6
29.84613333,46,19877,23631,19877,23631,7,6,1509,1933,0,4
18.749,33,20597,23762,20596,23763,13,8,2025,1355,0,3
18.93469231,30,20455,23615,20455,23615,14,9,2182,1704,0,3
10.87576471,12,20469,23522,20469,23522,13,7,1986,1217,0,3
14.71,21,14348,19633,14348,19633,12,9,1996,1919,0,3
26.6744,38,19400,21888,19400,21888,14,6,2265,1729,0,3
11.80111111,12,16585,22960,16586,22959,13,10,1923,1586,0,3
19.05114286,30,19486,23464,19486,23464,10,8,1495,1333,0,9
7.944692308,7,18515,21201,18515,21201,11,9,1834,1724,0,3
32.034,43,20233,24294,20233,24294,11,8,1933,1924,0,3
11.82538462,7,18710,21468,18710,21468,17,9,2391,1361,0,6
16.5832,28,16795,20992,16795,20992,11,8,1990,1790,0,6
18.17895833,32,21247,24313,21247,24313,9,8,1431,1415,0,3
14.42273684,20,18654,22577,18654,22577,13,10,2196,1915,0,3
15.62447059,27,22651,24930,22651,24930,12,7,1877,1235,0,6
9.689090909,6,19493,22986,19493,22986,15,9,2217,1463,0,3
9.632888889,4,17649,19395,17649,19395,16,4,2677,855,0,3
26.42466667,38,20736,24962,20736,24962,15,9,2577,2134,0,10
14.7101875,22,21207,25258,21207,25258,11,8,1880,1567,0,10
13.83163636,19,18914,20980,20296,22172,12,7,2188,1661,0,6
25.90128571,39,13912,17170,13912,17170,12,8,2044,2288,0,3
0.0621875,0,26891,22351,26891,22351,6,0,589,69,1,1
22.38971429,45,17727,21296,17727,21296,12,9,1989,1834,0,8
22.8846875,37,20140,22950,20140,22950,12,7,2311,2118,0,3
16.91376471,25,20567,22539,20567,22539,11,8,2304,2231,0,3
16.69428571,29,20000,23358,20000,23358,12,8,2103,1839,0,3
8.5495625,6,16819,21250,16819,21250,13,8,1985,1498,0,3
29.571,39,20822,23471,19562,23384,9,9,1682,1862,0,6
21.28977778,35,23291,25743,23291,25743,13,9,2322,1946,0,4
7.081666667,7,18131,22733,18131,22733,10,9,1474,1352,0,3
8.978,8,20251,22834,20251,22834,13,10,1972,1676,0,3
20.75335294,31,19554,23596,20028,24420,13,11,1868,1606,0,10
14.24836842,27,19751,22968,16656,21309,11,9,1727,1510,0,10
0.124714286,0,32743,24945,32743,24945,6,0,706,357,1,6
2.978462243,19,32703,24938,32703,24938,6,0,579,85,1,3
0.058931298,0,32723,24951,32723,24951,6,0,811,426,1,3
0.054523077,0,32404,24606,32404,24606,6,0,755,364,1,3
17.5522,29,15685,20925,15685,20925,14,8,2207,1505,0,10
14.62,29,19326,21957,19326,21957,10,9,1584,1473,0,10
12.626,34,15507,18781,15507,18781,4,5,731,1124,0,3
14.5438125,28,19718,22527,19718,22527,11,9,1861,1732,0,3
12.235125,28,18965,24313,18965,24313,7,7,1260,1539,0,3
17.9918125,28,18957,22458,18957,22458,13,8,2215,1902,0,3
20.20775,31,20610,23584,20610,23584,12,7,2321,1996,0,3
7.601083333,7,17356,21045,17356,21045,12,9,1710,1472,0,6
12.4150625,4,20734,23022,20734,23022,18,5,2714,871,0,1
7.922333333,6,18404,22462,17681,22562,12,8,1911,1526,0,8
19.50169231,31,20339,23009,19636,23281,13,8,2046,1348,0,3
13.74216667,33,19137,21918,19135,21919,7,7,1132,1268,0,6
10.42692308,7,21584,23607,21584,23607,14,9,2166,1521,0,6
12.936,21,19699,22899,19699,22899,10,9,1732,1910,0,3
7.563736842,7,17575,21253,17575,21253,8,7,1354,1619,0,6
18.49378571,29,21171,24614,21171,24614,15,9,2504,1763,0,3
11.6757931,7,15720,20355,16755,20299,16,9,2565,1670,0,11
16.38428571,27,18869,23155,18869,23155,14,8,2243,1696,0,3
18.89263158,27,20352,21892,20352,21892,13,9,2130,1487,0,3
23.76368571,40,22298,23742,19464,23075,8,7,1713,2017,0,3
19.8625,31,19039,22910,19039,22910,13,9,1807,1441,0,3
22.34313333,40,18327,22753,18327,22753,9,8,1481,1528,0,3
20.31656522,35,22664,24180,21527,23898,26,58,66458,346571,0,3
13.6964,17,16545,21274,16546,21274,13,9,1932,1564,0,3
5.949363636,6,20173,23690,20173,23690,10,9,1459,1468,0,7
12.85446667,13,19395,21904,19395,21904,8,8,1427,1884,0,8
12.93058824,27,22130,22344,20810,22173,9,7,1526,1438,0,1
20.36630769,33,22421,25667,22421,25667,10,7,2088,1988,0,2
20.52790909,32,20098,22849,20098,22849,15,8,2617,1880,0,5
24.01293333,40,18378,21509,18280,21562,9,9,1448,1588,0,3
28.1925625,39,17638,21895,17638,21895,15,8,2405,1747,0,2
5.209,5,14756,20987,14744,20993,9,7,1527,1317,0,1
18.89736,35,19683,22365,17482,21341,12,20,15585,98475,0,1
30.73275,43,19996,22443,20638,23086,12,9,2170,2178,0,2
28.50846154,70,21768,25403,21768,25403,9,7,1424,1517,0,1
18.85125,28,20989,22508,20989,22508,12,9,2185,2016,0,8
16.35252381,24,16692,20947,16692,20947,16,8,2457,1421,0,6
15.50688889,28,21693,24281,21693,24281,13,9,2067,1448,0,4
20.1055,34,16616,20492,16616,20492,11,9,1687,1811,0,3
22.21471429,41,18406,21977,18407,21977,7,6,1350,1438,0,6
8.444083333,6,18550,20627,18550,20627,14,8,2007,1427,0,1
18.64966667,24,18036,22473,18036,22473,14,8,2174,1584,0,8
8.412666667,6,19754,21754,19754,21754,14,8,2162,1370,0,3
17.76291667,31,17651,21319,17651,21319,12,9,1883,1698,0,6
11.83564286,12,17410,21935,15791,21338,10,8,1453,1361,0,3
17.54541176,27,18094,20682,18094,20682,15,9,2457,1740,0,6
14.64593333,28,21184,22533,19225,21707,10,7,1902,1881,0,3
3.7905,3,15297,17474,15297,17474,6,5,928,987,0,3
2.305125,3,21388,24294,21388,24294,6,7,1117,1618,0,7
14.61773077,31,21478,23808,20666,23737,9,8,1349,1462,0,8
27.8089375,40,18634,22966,18634,22966,12,9,2034,1850,0,3
1057.597012,9458,32494,24816,32494,24816,90,756,102198,1245792,1,6
0.070512195,0,32905,25156,32905,25156,6,0,895,488,1,3
15.26344444,26,21103,22313,21103,22313,11,8,1848,1757,0,3
17.14192857,23,18755,22953,18754,22953,14,10,2186,1673,0,5
18.2935,34,18914,21773,18913,21773,10,6,1845,1671,0,3
24.01742857,31,19936,22300,19936,22300,16,9,2703,1839,0,2
17.54852632,26,19513,22208,19513,22208,13,7,2089,1501,0,1
6.40825,7,18760,19402,18760,19402,9,10,1290,1497,0,1
18.7624375,28,20078,23312,19049,23364,13,8,1822,1354,0,2
24.32038462,41,18737,22661,18736,22661,10,7,2113,2153,0,3
37.46133333,45,19114,24653,18708,24875,16,10,2898,2548,0,3
31.89181818,37,21629,23094,21629,23094,14,7,2321,1702,0,3
6.779444444,6,19536,22751,19536,22751,10,8,1412,1369,0,3
10.51451613,8,19437,23444,19437,23444,15,10,2152,1599,0,8
25.12506667,44,20768,21810,20768,21810,16,8,2382,1525,0,3
21.88071429,52,15311,20058,15308,20059,12,9,1729,1373,0,3
13.76788889,8,13797,19868,13797,19868,15,7,2259,1247,0,3
20.19125,35,16207,21211,15156,20938,11,9,1699,1629,0,3
7.677,8,20671,23235,20671,23235,10,9,1594,1530,0,3
14.34244444,19,14529,19303,14527,19304,10,8,1648,1727,0,1
34.6126,43,17579,22291,17579,22291,14,8,2276,1729,0,2
8.076,7,17649,21885,17258,22057,11,9,1709,1436,0,3
15.696,29,15810,20413,15810,20413,11,8,1844,1874,0,3
16.81885714,22,20464,22828,20464,22828,13,10,2031,1785,0,10
26.90023529,44,22279,24318,22279,24318,11,7,2259,2075,0,10
13.14545,26,20077,21022,20077,21022,11,10,1631,1720,0,3
8.625846154,7,19064,22845,19053,22852,12,9,1895,1383,0,3
12.08195238,19,16012,21125,16012,21125,11,9,1692,1662,0,3
23.124,50,21135,24374,21135,24374,11,10,1872,1847,0,3
9.623555556,6,19137,23472,19137,23472,12,9,1802,1515,0,7
11.091125,9,19722,23285,19721,23285,15,7,2314,1228,0,2
21.73518182,33,16302,20502,16301,20503,11,8,2324,2241,0,1
21.99091667,39,14946,19206,14946,19205,8,8,1591,2173,0,2
27.015,39,17119,20600,17118,20601,13,9,2361,1937,0,3
30.11545455,45,16015,21509,16016,21509,11,7,2080,1935,0,6
18.85905263,28,19158,21018,19158,21018,8,7,1193,1257,0,3
16.25023529,28,22172,24541,21799,24048,9,10,1408,1540,0,3
25.8840625,50,16926,20584,16926,20584,10,9,1520,1567,0,3
1045.281098,9406,32064,24714,32064,24714,58,472,32506,382096,1,3
0.73083871,0,30491,25650,30491,25650,6,0,927,511,1,10
0.0641875,0,32856,25147,32856,25147,6,0,758,366,1,10
9.939263158,7,16396,21620,15676,21923,15,9,2169,1378,0,3
7.728636364,5,21458,24250,21458,24250,13,8,1895,1432,0,3
33.69484211,45,20788,21708,20067,22154,12,9,2197,1971,0,6
7.200285714,7,19332,22672,18112,22658,12,9,1801,1373,0,3
25.8038,36,19278,22203,19278,22203,12,8,2077,1626,0,1
2.997846154,4,21614,23336,21614,23336,6,7,867,1271,0,2
9.6166,7,18586,22463,17449,22919,15,8,2204,1328,0,4
10.3945,7,20928,25673,19153,24952,14,9,2190,1400,0,3
22.10779167,39,19824,21820,18566,21167,8,8,1449,2043,0,3
23.80730769,34,22205,24049,22205,24049,11,7,1639,1290,0,3
40.30066667,49,20493,23034,20493,23034,14,8,2666,1886,0,3
16.47258824,28,18846,21747,18846,21747,11,8,1898,1681,0,3
8.698846154,9,18350,24534,18347,24536,10,10,1638,1511,0,5
3.518714286,3,21698,22404,21698,22404,10,7,1548,1188,0,4
18.71034783,32,15647,19896,13090,19295,12,10,2050,1701,0,3
13.43477273,25,17923,21951,17923,21951,11,9,1837,1830,0,3
18.64427273,33,21676,25219,19182,24514,11,10,1511,1609,0,1
18.14917647,27,19256,23139,19256,23139,16,8,2368,1369,0,8
6.9933,6,21084,21081,18760,20697,8,7,1652,1804,0,3
9.559615385,8,17306,20499,17305,20499,13,10,1929,1467,0,3
26.44703226,46,15277,18583,15422,18860,12,9,1844,1451,0,3
8.6147,7,20221,22731,20221,22731,12,9,1869,1564,0,6
13.56772222,17,19682,23876,18448,23710,13,9,1988,1507,0,1
16.85913333,32,16781,20247,15470,20412,10,10,1556,1577,0,8
5.65625,5,22260,24584,22260,24584,10,8,1536,1418,0,5
5.586916667,6,20144,23161,20144,23161,9,8,1308,1298,0,4
22.7908,33,14179,19978,14179,19978,11,8,2143,2121,0,3
18.43347368,25,18764,23088,17920,23145,13,8,2201,1889,0,3
21.92357143,33,14665,18992,13440,18784,10,10,1855,1940,0,1
10.57308333,8,19059,22703,19059,22703,11,8,1802,1485,0,2
9.934709677,6,21188,22911,20743,23183,14,7,2326,1448,0,3
19.64452174,27,18179,22225,13862,20314,11,8,2172,1915,0,6
17.765,28,15781,20460,15909,20406,15,8,2518,1542,0,3
3.399,4,17375,24662,17361,24669,6,7,1129,1220,0,6
8.053692308,8,21500,24080,21500,24080,13,9,1929,1503,0,3
42.79692308,48,19202,22824,19202,22824,11,8,2058,2044,0,3
8.360176471,9,16730,21328,16730,21329,10,8,1629,1390,0,6
8.343,7,19146,21571,19146,21571,10,9,1737,1619,0,3
18.30654545,28,19769,23375,19769,23375,11,9,1750,1796,0,1
9.983058824,7,17607,20739,17607,20739,15,9,2164,1593,0,2
16.96766667,23,19647,22926,19647,22926,12,9,2012,1837,0,6
15.99338462,24,19772,22627,22075,24068,9,9,1591,1724,0,3
15.34340909,25,18457,21078,18457,21078,13,9,2040,1673,0,3
16.26694118,29,14617,21296,13745,21211,11,10,1903,1944,0,3
18.52872222,22,17204,20766,17204,20766,13,10,2139,2033,0,10
21.54893333,51,22670,25049,22670,25049,9,8,1370,1473,0,10
19.52336842,30,18283,22270,18273,22276,11,7,1948,1535,0,10
27.1118,43,20842,23616,19668,23740,9,7,1668,1881,0,10
32.84713333,44,21568,24742,21568,24742,14,8,2318,1739,0,1
30.520125,44,19009,22526,19009,22526,12,9,2251,2114,0,2
14.55690909,34,18726,23743,18714,23749,7,7,1463,1914,0,6
17.08493333,29,18932,22203,18932,22203,11,10,1605,1786,0,3
7.2792,7,15469,18268,17377,19036,9,8,1275,1326,0,3
14.7941875,28,20525,21848,18947,21307,12,8,1798,1410,0,6
9.533181818,8,14131,21048,14131,21048,12,10,1837,1699,0,2
17.56028571,29,12168,16081,12168,16081,14,9,2319,1940,0,1
7.267722222,7,17051,19881,17051,19881,11,9,1736,1472,0,3
22.99072727,37,21181,23986,19597,23474,11,9,1961,1948,0,3
7.901428571,7,19823,20826,19823,20826,11,10,1567,1533,0,3
19.82264286,30,22770,24530,22770,24530,13,10,1902,1540,0,3
13.28682353,28,15539,21173,15539,21174,9,9,1565,1908,0,3
49.18683333,51,19001,22618,19001,22618,14,9,2454,2291,0,3
19.48,32,19485,23087,19485,23087,14,9,2069,1534,0,2
19.53078571,29,16792,20647,16792,20647,16,6,2728,1205,0,1
29.44572727,44,22537,22835,22537,22835,11,8,1770,1465,0,3
14.5798,28,18261,19973,18261,19973,11,8,2013,1811,0,3
12.50845455,9,11560,15083,11560,15083,13,9,2117,1525,0,1
6.7143,7,14737,18486,14735,18487,10,9,1655,1609,0,8
13.1255,31,22124,23300,22124,23300,7,9,932,1384,0,1
25.59441176,36,16817,21283,14949,20973,15,10,2474,2013,0,2
8.457583333,15,17292,20785,17292,20785,7,8,1010,1315,0,6
33.0435,45,20694,21684,18854,21796,9,7,2140,2459,0,3
0.06725,0,23624,22042,23624,22042,6,0,589,69,1,1
13.80313333,29,20379,21763,19164,21820,11,8,1780,1428,0,2
16.92723077,19,18377,21808,18377,21808,11,9,1770,1615,0,3
12.701,12,18678,19241,18678,19241,13,7,1936,1232,0,3
6.879785714,6,21087,23749,21087,23749,10,9,1482,1513,0,3
16.91107143,30,24318,25497,24318,25497,12,9,1914,1563,0,3
16.352,23,17629,21675,17723,21820,15,10,2225,1484,0,1
19.29435294,30,20919,24199,20919,24199,12,8,2225,1869,0,2
16.82446667,31,21466,23792,21466,23792,12,9,2012,1627,0,7
23.32642857,34,19728,22526,19728,22526,16,6,2670,1537,0,8
30.5844,46,11534,16854,11502,16866,10,9,1803,1416,0,3
24.058,38,20355,24093,20355,24093,14,7,2357,1679,0,3
1.78753405,14,32615,24822,32615,24822,6,0,589,69,1,3
0.056149425,0,32674,24913,32674,24913,6,0,588,70,1,3
29.39066667,45,14444,17489,14444,17489,12,9,1805,1547,0,3
6.068571429,5,20205,23909,20203,23910,11,8,1639,1293,0,3
9.605888889,4,24459,25641,24459,25641,16,7,2424,1183,0,13
7.9212,7,27160,26061,22451,25944,12,9,1812,1460,0,4
12.81565217,12,18555,20639,18555,20639,14,9,2079,1538,0,1
15.62876923,18,15948,18609,15948,18609,11,8,2017,1947,0,8
13.59469231,31,17098,19232,16366,19433,7,8,1145,1575,0,12
14.17322727,18,17541,19929,17541,19929,15,9,2396,1609,0,3
13.66417647,27,16966,20811,16965,20811,9,7,1710,1746,0,3
38.46651852,48,20741,22917,23011,23773,9,8,1743,2040,0,3
8.029904762,8,21327,24226,21327,24226,9,8,1700,1608,0,3
12.70164286,11,20139,23224,20139,23224,15,10,2221,1583,0,3
18.82230435,32,15158,19582,15159,19582,12,10,1804,1745,0,6
10.80173684,8,18362,22122,17302,21919,13,10,2139,1640,0,3
19.59133333,25,13134,17309,13134,17309,15,9,2456,1669,0,11
21.164,33,21736,22794,21736,22794,11,8,1771,1300,0,3
7.195642857,5,21915,23209,19899,22562,11,8,1747,1507,0,3
9.767058824,6,16298,21162,16298,21162,14,8,2256,1404,0,3
23.44072222,39,21398,23851,21398,23851,10,7,1950,1712,0,1
13.37781818,14,19562,22991,19562,22991,15,7,2283,1328,0,2
23.88455556,35,19513,23476,19513,23476,16,7,2844,1859,0,1
16.83605556,27,17736,21840,17736,21840,12,9,1919,1739,0,2
11.169,8,21894,25126,21894,25126,13,7,2185,1369,0,1
9.871823529,14,22241,24629,22241,24629,10,9,1575,1649,0,2
19.26426667,39,20574,24050,20574,24050,7,7,1367,1892,0,10
6.609363636,6,19378,21476,19378,21477,10,9,1515,1429,0,10
10.39594444,6,18392,21028,18392,21028,15,8,2360,1557,0,10
11.5070625,11,19832,23390,19832,23390,13,7,2158,1606,0,3
16.566,31,12646,18919,12645,18919,7,8,1247,1712,0,3
16.21791667,31,19509,23589,19509,23589,13,7,2100,1043,0,6
27.05569231,46,17439,19819,17439,19819,12,7,1999,1775,0,3
12.36563636,9,25600,27301,25600,27301,15,10,2175,1494,0,3
16.80974194,30,17680,20732,17680,20732,11,9,1568,1451,0,3
6.730933333,7,19160,20145,19160,20145,10,9,1439,1437,0,3
16.37183333,8,16626,21626,16626,21626,18,8,2582,1322,0,3
21.30826316,35,19892,22805,19892,22805,12,10,2125,2003,0,7
10.63315385,11,16942,21742,16942,21742,12,10,1711,1547,0,8
19.58881818,33,19230,21546,19230,21546,11,7,1693,1377,0,4
10.49235714,9,14616,19102,14615,19102,8,7,1464,1385,0,5
13.46294737,7,19680,23269,19680,23269,17,8,2535,1351,0,2
19.367625,39,13251,15700,13250,15701,7,7,1646,2336,0,1
18.32015385,36,14511,17902,14511,17902,12,9,1800,1433,0,6
47.611375,57,14539,20097,14539,20097,8,6,1790,2554,0,3
21.01953846,30,19386,21941,17653,21611,14,10,2360,2064,0,7
20.30078571,35,20060,23484,20051,23491,8,8,1272,1560,0,8
35.00313333,58,15156,20167,14006,20017,13,8,2196,1794,0,3
30.56915789,68,19052,22161,19052,22161,11,8,1870,1594,0,6
14.7243,23,14182,18590,14164,18599,10,9,1672,1597,0,2
22.217,30,20529,22139,20529,22139,14,9,2217,1437,0,1
7.407928571,6,18801,21443,18801,21443,13,8,1940,1352,0,3
25.6677,40,18673,20835,18673,20835,10,7,1558,1391,0,3
0.069375,0,26642,22073,26642,22073,6,0,589,69,1,3
10.99725,7,17186,22076,17186,22076,15,9,2096,1405,0,3
3.432339623,24,32260,25136,32260,25136,6,1,594,137,1,4
10.3517,6,20560,23987,20560,23987,15,8,2273,1323,0,5
18.51515,48,21871,24518,19928,24432,10,9,1463,1482,0,3
11.109,9,16408,21262,15659,21390,12,10,1612,1516,0,3
15.74331429,27,19762,21700,19875,21871,12,7,2065,1811,0,6
14.39633333,21,20595,23451,20595,23451,12,7,2151,1907,0,4
14.645625,9,18263,21233,18263,21233,15,8,2291,1407,0,3
17.9816,28,19202,22331,19202,22331,14,7,2472,1478,0,3
24.12345455,21,20991,24307,20991,24307,15,8,2720,1780,0,3
8.711933333,7,16475,20359,16475,20359,13,10,1901,1492,0,6
13.24547059,18,23400,24517,23400,24517,12,8,1996,1495,0,2
19.01009091,34,22207,24165,22207,24165,9,7,1328,1358,0,1
8.899105263,7,19197,21785,19197,21785,11,9,1749,1472,0,3
6.060066667,7,17912,21478,17903,21484,9,9,1476,1587,0,3
34.47788235,50,14392,19065,14392,19065,8,8,1261,1663,0,6
16.4934375,20,22418,23775,23329,23890,14,8,2424,1743,0,3
7.212111111,7,13160,18662,13160,18662,12,8,1958,1388,0,7
8.424230769,10,17533,21229,17533,21229,10,10,1384,1495,0,8
7.655266667,6,18639,21686,18639,21686,12,8,1897,1300,0,3
17.7428,30,15926,20147,15926,20147,12,8,2032,1892,0,3
14.26341667,14,21014,23756,21012,23757,10,9,1820,1871,0,3
7.067833333,6,22657,23905,22657,23905,11,9,1628,1536,0,3
25.49373333,38,20900,23562,20900,23562,12,8,2320,2161,0,6
9.006933333,8,18593,22563,18593,22563,12,8,1879,1462,0,4
21.18536842,35,18110,22030,18110,22030,13,8,2068,1602,0,1
12.99766667,25,21986,23723,21986,23723,9,8,1581,2030,0,8
13.76738889,27,16194,19040,16194,19040,11,10,1635,1635,0,6
8.710666667,10,16812,21193,15752,21276,10,8,1779,1613,0,3
16.5301,28,20509,22484,20509,22484,12,8,2151,1785,0,4
13.44019048,11,18426,21922,18426,21922,15,9,2297,1420,0,3
17.85405,18,18507,22005,18507,22005,16,8,2646,1677,0,8
5.148,7,18003,21543,18003,21543,9,9,1298,1434,0,15
7.864923077,6,19796,22604,19796,22604,11,8,1807,1542,0,10
15.4952,29,19742,22874,19114,23045,8,7,1264,1404,0,10
7.744705882,7,20340,22522,20340,22522,9,8,1390,1308,0,6
20.13158824,37,18351,21652,18351,21652,10,8,1916,1960,0,3
22.57755556,37,15429,19050,15429,19050,15,8,2469,1933,0,3
13.84811111,26,19314,23538,19314,23538,10,8,1740,1848,0,3
9.113113208,31,32543,24811,32543,24811,6,0,627,226,1,3
95.99473333,47,32853,25037,32853,25037,6,0,587,40,1,3
15.17329412,25,17155,20050,17155,20050,11,7,2029,1811,0,3
24.94083333,38,20234,24262,20234,24262,9,7,1860,2001,0,3
16.75292857,31,21111,23317,21111,23317,11,8,2104,1919,0,3
25.6723125,37,17941,23040,17922,23050,16,8,2917,2006,0,3
13.70527273,16,22657,24537,22657,24537,12,8,2014,1518,0,6
11.41245455,7,17885,22406,16620,22572,15,8,2268,1256,0,3
17.66653846,30,21827,23273,21827,23273,12,8,2240,2159,0,1
15.44130769,32,19880,23275,19880,23275,11,8,1839,2062,0,2
18.48004762,23,19133,21490,19133,21490,18,7,2844,1427,0,3
16.4273125,23,15827,18812,15827,18812,13,9,2033,1610,0,3
9.0435,7,17453,21968,17453,21968,13,10,1917,1476,0,3
25.63207692,42,20908,21305,20908,21305,10,8,1792,1878,0,6
8.446,6,20237,23402,20237,23402,14,8,2189,1302,0,13
26.3102,38,19197,22518,19197,22518,12,6,2501,2096,0,3
6.821947368,7,18816,21914,18816,21914,10,8,1531,1456,0,1
26.360375,36,16617,20804,16617,20804,18,7,2951,1816,0,2
6.588,7,22909,23736,22909,23736,11,9,1683,1553,0,3
18.9164,29,20210,20453,20210,20453,12,7,2283,1694,0,3
24.156625,39,20326,24491,20324,24492,9,7,1694,1701,0,3
8.887266667,8,17271,20533,17271,20533,12,10,1772,1560,0,3
35.11266667,65,18752,21333,18752,21333,10,7,1833,1826,0,3
6.570777778,5,21716,23540,21716,23540,13,7,1915,1257,0,3
21.90377778,35,19690,21571,19690,21571,14,6,2689,1916,0,6
15.299,24,19780,23138,19780,23138,15,8,2347,1358,0,3
5.7822,7,13162,18300,13159,18302,10,8,1656,1412,0,3
0.963246324,7,32718,24917,32718,24917,6,0,866,504,1,3
0.059482143,0,32691,24926,32691,24926,6,0,811,465,1,3
10.86190476,7,21306,23789,21306,23789,15,7,2341,1224,0,3
7.913214286,7,18118,20077,18118,20077,12,10,1674,1534,0,3
9.782352941,7,18128,21524,18117,21512,13,9,1873,1477,0,3
20.54645455,37,19532,21447,19532,21447,10,8,1464,1375,0,3
11.90928571,14,22821,25524,20996,25261,12,8,1976,1521,0,3
12.63752632,27,22834,23519,21556,23302,10,8,1502,1473,0,3
19.08304762,27,18638,23718,18638,23718,14,9,2126,1610,0,3
29.571625,36,17515,22112,17515,22112,8,7,1426,1824,0,3
10.06375,6,17460,21437,17460,21437,14,9,2211,1502,0,3
10.1785,6,17428,22792,17428,22792,16,7,2454,1082,0,1
9.326416667,5,19341,21156,19341,21156,14,7,2279,1289,0,2
4.5035,5,17780,21798,17777,21800,8,7,1175,1187,0,3
8.5968125,6,17265,19206,17265,19206,12,7,1982,1385,0,3
16.31526316,27,20229,21549,20229,21549,13,9,2047,1529,0,3
